stateabb,year,milex,milper
PAK,1961,205858,243
PAK,1962,196440,249
PAK,1963,215182,270
PAK,1964,252087,275
PAK,1965,428512,277
PAK,1966,538477,300
PAK,1967,466181,351
PAK,1968,483242,357
PAK,1969,539405,390
PAK,1970,601336,390
PAK,1971,727215,404
PAK,1972,456660,350
PAK,1973,469782,466
PAK,1974,599192,395
PAK,1975,748687,502
PAK,1976,803232,604
PAK,1977,878485,588
PAK,1978,987879,518
PAK,1979,1278687,544
PAK,1980,1543899,467
PAK,1981,1648765,560
PAK,1982,2201222,588
PAK,1983,1871223,479
PAK,1984,1956889,479
PAK,1985,2067000,483
PAK,1986,2270000,483
PAK,1987,2580000,481
PAK,1988,2380000,481
PAK,1989,2580000,520
PAK,1990,2910000,550
PAK,1991,3230000,565
PAK,1992,3600000,580
PAK,1993,3300000,580
PAK,1994,3585000,580
PAK,1995,3642000,580
PAK,1996,3652000,580
PAK,1997,3916000,610
PAK,1998,4078000,590
PAK,1999,3523000,590
PAK,2000,2522000,612
PAK,2001,2395000,620
PAK,2002,2687000,620
PAK,2003,3129000,620
PAK,2004,3338000,620
PAK,2005,4067000,619
PAK,2006,4156000,619
PAK,2007,4530000,619
PAK,2008,4422000,619
PAK,2009,3811000,617
PAK,2010,5599000,617
PAK,2011,5468000,617
PAK,2012,5814000,642
PAK,2013,5890000,642
PAK,2014,6006000,644
PAK,2015,7456000,644
PAK,2016,7471000,644
BNG,1971,-9,-9
BNG,1972,-9,47
BNG,1973,41204,86
BNG,1974,69518,100
BNG,1975,75630,100
BNG,1976,91614,126
BNG,1977,108162,126
BNG,1978,112564,129
BNG,1979,127186,120
BNG,1980,162840,71
BNG,1981,153432,77
BNG,1982,240008,77
BNG,1983,177906,77
BNG,1984,262040,81
BNG,1985,169700,91
BNG,1986,216750,91
BNG,1987,326000,102
BNG,1988,315972,102
BNG,1989,289000,103
BNG,1990,326900,103
BNG,1991,303310,107
BNG,1992,355000,107
BNG,1993,355000,107
BNG,1994,475000,113
BNG,1995,500000,115
BNG,1996,554000,113
BNG,1997,593000,110
BNG,1998,631000,110
BNG,1999,667000,110
BNG,2000,691000,137
BNG,2001,639000,137
BNG,2002,607000,137
BNG,2003,645000,126
BNG,2004,777000,126
BNG,2005,889000,126
BNG,2006,938000,126
BNG,2007,998000,127
BNG,2008,1195000,150
BNG,2009,1016000,157
BNG,2010,1237000,157
BNG,2011,1478000,157
BNG,2012,1537000,157
BNG,2013,1652000,157
BNG,2014,1956000,157
BNG,2015,2225000,157
BNG,2016,2705000,157
MYA,1948,15130,3
MYA,1949,31646,4
MYA,1950,25592,6
MYA,1951,31979,8
MYA,1952,46293,10
MYA,1953,64732,14
MYA,1954,77403,19
MYA,1955,70300,25
MYA,1956,74780,33
MYA,1957,78681,44
MYA,1958,85131,56
MYA,1959,85852,67
MYA,1960,88998,79
MYA,1961,85535,90
MYA,1962,90545,100
MYA,1963,99937,105
MYA,1964,97349,123
MYA,1965,107747,133
MYA,1966,105019,135
MYA,1967,101124,136
MYA,1968,102458,136
MYA,1969,108004,173
MYA,1970,111832,174
MYA,1971,118652,175
MYA,1972,118268,191
MYA,1973,149174,198
MYA,1974,160364,202
MYA,1975,138049,209
MYA,1976,162341,210
MYA,1977,170974,208
MYA,1978,170000,212
MYA,1979,190000,212
MYA,1980,202000,179
MYA,1981,199000,210
MYA,1982,210000,210
MYA,1983,234000,179
MYA,1984,245000,181
MYA,1985,228253,186
MYA,1986,252560,186
MYA,1987,291600,186
MYA,1988,286000,186
MYA,1989,332590,200
MYA,1990,858000,230
MYA,1991,971000,286
MYA,1992,356150,286
MYA,1993,2675000,322
MYA,1994,1822000,322
MYA,1995,1880000,322
MYA,1996,2012000,322
MYA,1997,2167000,322
MYA,1998,2142000,322
MYA,1999,1995000,345
MYA,2000,1020000,344
MYA,2001,1088000,344
MYA,2002,5632000,444
MYA,2003,6260000,488
MYA,2004,5265000,458
MYA,2005,6944000,428
MYA,2006,7266000,376
MYA,2007,7009000,375
MYA,2008,-9,406
MYA,2009,-9,406
MYA,2010,1762000,406
MYA,2011,2415000,406
MYA,2012,2228000,406
MYA,2013,2400000,406
MYA,2014,2433000,406
MYA,2015,2245000,406
MYA,2016,2264000,406
SRI,1948,905,0
SRI,1949,1056,1
SRI,1950,1132,2
SRI,1951,2221,2
SRI,1952,2884,2
SRI,1953,3990,2
SRI,1954,6342,2
SRI,1955,5714,1
SRI,1956,6873,1
SRI,1957,9562,2
SRI,1958,13908,3
SRI,1959,15105,4
SRI,1960,14973,6
SRI,1961,15372,10
SRI,1962,14214,10
SRI,1963,12479,11
SRI,1964,12482,9
SRI,1965,12949,9
SRI,1966,13659,10
SRI,1967,14432,10
SRI,1968,13131,10
SRI,1969,14327,10
SRI,1970,19411,10
SRI,1971,29486,10
SRI,1972,28328,16
SRI,1973,21389,18
SRI,1974,27673,18
SRI,1975,29362,18
SRI,1976,28963,18
SRI,1977,24473,18
SRI,1978,19797,13
SRI,1979,26398,18
SRI,1980,41187,18
SRI,1981,55442,18
SRI,1982,67112,18
SRI,1983,77667,16
SRI,1984,102003,17
SRI,1985,228104,22
SRI,1986,571080,22
SRI,1987,387160,22
SRI,1988,321000,22
SRI,1989,350630,22
SRI,1990,439310,22
SRI,1991,450060,110
SRI,1992,547200,110
SRI,1993,464000,110
SRI,1994,526000,110
SRI,1995,663000,110
SRI,1996,887000,110
SRI,1997,949000,110
SRI,1998,995000,110
SRI,1999,807000,100
SRI,2000,880000,115
SRI,2001,786000,121
SRI,2002,514000,158
SRI,2003,515000,152
SRI,2004,494000,132
SRI,2005,729000,111
SRI,2006,863000,111
SRI,2007,975000,151
SRI,2008,1793000,151
SRI,2009,1485000,151
SRI,2010,1408000,161
SRI,2011,1750000,161
SRI,2012,1533000,161
SRI,2013,1793000,161
SRI,2014,1789000,161
SRI,2015,1850000,161
SRI,2016,1958000,161
MAD,1965,-9,0
MAD,1966,-9,0
MAD,1967,-9,0
MAD,1968,-9,0
MAD,1969,-9,0
MAD,1970,-9,0
MAD,1971,-9,0
MAD,1972,-9,0
MAD,1973,-9,0
MAD,1974,-9,0
MAD,1975,-9,0
MAD,1976,-9,0
MAD,1977,-9,0
MAD,1978,-9,0
MAD,1979,-9,0
MAD,1980,-9,0
MAD,1981,-9,0
MAD,1982,-9,0
MAD,1983,-9,0
MAD,1984,1800,0
MAD,1985,-9,0
MAD,1986,0,0
MAD,1987,0,0
MAD,1988,0,0
MAD,1989,0,0
MAD,1990,0,0
MAD,1991,0,0
MAD,1992,0,0
MAD,1993,0,0
MAD,1994,-9,0
MAD,1995,-9,0
MAD,1996,-9,0
MAD,1997,-9,0
MAD,1998,39000,0
MAD,1999,41000,0
MAD,2000,35000,0
MAD,2001,36000,0
MAD,2002,26000,0
MAD,2003,34000,0
MAD,2004,29000,0
MAD,2005,46000,0
MAD,2006,56000,0
MAD,2007,63000,0
MAD,2008,-9,0
MAD,2009,-9,0
MAD,2010,-9,0
MAD,2011,-9,0
MAD,2012,-9,0
MAD,2013,-9,0
MAD,2014,-9,0
MAD,2015,-9,0
MAD,2016,-9,0
NEP,1920,-9,30
NEP,1921,-9,30
NEP,1922,-9,30
NEP,1923,-9,25
NEP,1924,-9,20
NEP,1925,-9,20
NEP,1926,-9,20
NEP,1927,-9,20
NEP,1928,-9,20
NEP,1929,-9,20
NEP,1930,-9,20
NEP,1931,-9,20
NEP,1932,-9,20
NEP,1933,-9,20
NEP,1934,-9,20
NEP,1935,-9,20
NEP,1936,-9,20
NEP,1937,-9,20
NEP,1938,-9,20
NEP,1939,-9,20
NEP,1940,-9,20
NEP,1941,-9,20
NEP,1942,-9,20
NEP,1943,-9,20
NEP,1944,-9,20
NEP,1945,-9,20
NEP,1946,-9,20
NEP,1947,-9,20
NEP,1948,-9,20
NEP,1949,-9,20
NEP,1950,1839,20
NEP,1951,2331,20
NEP,1952,2298,20
NEP,1953,-9,20
NEP,1954,2900,20
NEP,1955,1673,20
NEP,1956,2208,20
NEP,1957,2545,20
NEP,1958,1999,20
NEP,1959,2204,20
NEP,1960,2809,20
NEP,1961,2546,20
NEP,1962,2940,20
NEP,1963,4607,20
NEP,1964,4948,20
NEP,1965,5499,22
NEP,1966,6812,22
NEP,1967,8023,22
NEP,1968,6825,22
NEP,1969,10210,29
NEP,1970,11793,29
NEP,1971,6094,29
NEP,1972,6864,32
NEP,1973,7133,32
NEP,1974,8447,32
NEP,1975,10542,32
NEP,1976,11840,32
NEP,1977,13200,37
NEP,1978,13000,32
NEP,1979,16000,25
NEP,1980,22000,21
NEP,1981,22000,24
NEP,1982,36000,24
NEP,1983,34000,25
NEP,1984,30000,25
NEP,1985,33810,25
NEP,1986,32760,25
NEP,1987,37040,30
NEP,1988,37370,35
NEP,1989,39000,35
NEP,1990,36700,35
NEP,1991,29900,35
NEP,1992,35000,35
NEP,1993,37000,35
NEP,1994,43000,35
NEP,1995,37000,40
NEP,1996,39000,35
NEP,1997,42000,35
NEP,1998,39000,35
NEP,1999,42000,35
NEP,2000,106000,50
NEP,2001,142000,46
NEP,2002,95000,51
NEP,2003,110000,63
NEP,2004,133000,66
NEP,2005,154000,69
NEP,2006,156000,69
NEP,2007,167000,69
NEP,2008,176000,69
NEP,2009,184000,69
NEP,2010,240000,96
NEP,2011,269000,96
NEP,2012,281000,96
NEP,2013,238000,96
NEP,2014,311000,96
NEP,2015,324000,96
NEP,2016,338000,96
THI,1887,-9,15
THI,1888,-9,15
THI,1889,-9,15
THI,1890,-9,15
THI,1891,-9,15
THI,1892,-9,15
THI,1893,-9,5
THI,1894,-9,6
THI,1895,-9,6
THI,1896,-9,6
THI,1897,-9,6
THI,1898,-9,6
THI,1899,238,6
THI,1900,-9,10
THI,1901,254,4
THI,1902,256,10
THI,1903,353,18
THI,1904,570,18
THI,1905,755,18
THI,1906,821,16
THI,1907,1067,26
THI,1908,1094,31
THI,1909,1097,31
THI,1910,1096,31
THI,1911,870,31
THI,1912,874,31
THI,1913,1245,31
THI,1914,6592,32
THI,1915,6697,32
THI,1916,6575,32
THI,1917,6376,32
THI,1918,7248,32
THI,1919,6671,25
THI,1920,7267,25
THI,1921,7577,25
THI,1922,7704,24
THI,1923,7704,26
THI,1924,7704,26
THI,1925,9083,25
THI,1926,8353,26
THI,1927,9113,27
THI,1928,9379,27
THI,1929,9379,28
THI,1930,9432,28
THI,1931,6401,30
THI,1932,5752,30
THI,1933,5499,27
THI,1934,7879,27
THI,1935,10292,27
THI,1936,10662,32
THI,1937,12147,35
THI,1938,12366,38
THI,1939,10943,31
THI,1940,10514,-9
THI,1941,21856,-9
THI,1942,-9,-9
THI,1943,-9,-9
THI,1944,-9,-9
THI,1945,-9,-9
THI,1946,6996,44
THI,1947,12771,44
THI,1948,21940,44
THI,1949,27929,44
THI,1950,23705,44
THI,1951,21557,44
THI,1952,38243,44
THI,1953,57339,45
THI,1954,44594,45
THI,1955,40958,45
THI,1956,39058,50
THI,1957,75348,100
THI,1958,66493,100
THI,1959,67322,99
THI,1960,65050,97
THI,1961,69678,80
THI,1962,75274,83
THI,1963,78839,85
THI,1964,85298,85
THI,1965,94287,132
THI,1966,103255,151
THI,1967,124106,151
THI,1968,151524,167
THI,1969,189611,175
THI,1970,239019,175
THI,1971,255673,195
THI,1972,275865,205
THI,1973,302522,233
THI,1974,358037,221
THI,1975,512193,227
THI,1976,579588,228
THI,1977,637255,230
THI,1978,769571,250
THI,1979,972476,250
THI,1980,1096779,234
THI,1981,1665821,250
THI,1982,1542992,250
THI,1983,1652304,233
THI,1984,1750223,235
THI,1985,1520000,235
THI,1986,1570000,256
THI,1987,1740000,256
THI,1988,1830000,256
THI,1989,1800000,283
THI,1990,2060000,283
THI,1991,2400000,283
THI,1992,2900000,283
THI,1993,3200000,295
THI,1994,3630000,290
THI,1995,4006000,288
THI,1996,4393000,288
THI,1997,3326000,288
THI,1998,2124000,280
THI,1999,2638000,300
THI,2000,2419000,301
THI,2001,18319000,306
THI,2002,1832000,306
THI,2003,1931000,314
THI,2004,1954000,310
THI,2005,2075000,307
THI,2006,2373000,307
THI,2007,3333000,307
THI,2008,4294000,306
THI,2009,4732000,307
THI,2010,4821000,306
THI,2011,5520000,306
THI,2012,5426000,306
THI,2013,6213000,361
THI,2014,5685000,361
THI,2015,5374000,361
THI,2016,5717000,361
CAM,1953,10867,44
CAM,1954,26016,44
CAM,1955,10064,40
CAM,1956,8026,40
CAM,1957,8477,36
CAM,1958,14355,36
CAM,1959,16820,35
CAM,1960,42686,35
CAM,1961,46000,65
CAM,1962,49600,70
CAM,1963,50400,75
CAM,1964,56114,75
CAM,1965,52714,76
CAM,1966,54143,83
CAM,1967,56914,83
CAM,1968,64686,84
CAM,1969,42672,85
CAM,1970,119481,85
CAM,1971,97036,205
CAM,1972,131100,200
CAM,1973,83802,213
CAM,1974,63020,220
CAM,1975,67008,62
CAM,1976,-9,62
CAM,1977,-9,70
CAM,1978,-9,70
CAM,1979,-9,10
CAM,1980,-9,35
CAM,1981,-9,20
CAM,1982,-9,20
CAM,1983,-9,20
CAM,1984,-9,30
CAM,1985,-9,35
CAM,1986,-9,60
CAM,1987,-9,60
CAM,1988,-9,60
CAM,1989,-9,99
CAM,1990,-9,112
CAM,1991,42730,112
CAM,1992,58000,135
CAM,1993,74000,102
CAM,1994,133000,70
CAM,1995,174000,70
CAM,1996,185000,60
CAM,1997,144000,60
CAM,1998,155000,60
CAM,1999,176000,60
CAM,2000,195000,140
CAM,2001,188000,140
CAM,2002,67000,125
CAM,2003,68000,125
CAM,2004,70000,125
CAM,2005,111000,124
CAM,2006,123000,124
CAM,2007,137000,124
CAM,2008,275000,124
CAM,2009,255000,124
CAM,2010,271000,124
CAM,2011,308000,124
CAM,2012,346000,124
CAM,2013,394000,124
CAM,2014,445000,124
CAM,2015,-9,124
CAM,2016,628000,124
LAO,1953,-9,25
LAO,1954,886,25
LAO,1955,103,25
LAO,1956,140,25
LAO,1957,114,25
LAO,1958,63,25
LAO,1959,100,29
LAO,1960,21388,29
LAO,1961,8000,55
LAO,1962,28500,60
LAO,1963,39300,83
LAO,1964,14500,91
LAO,1965,26600,86
LAO,1966,35000,93
LAO,1967,38000,62
LAO,1968,40000,62
LAO,1969,41250,59
LAO,1970,39529,62
LAO,1971,19272,72
LAO,1972,21660,79
LAO,1973,17150,71
LAO,1974,24343,60
LAO,1975,19000,46
LAO,1976,28000,46
LAO,1977,42000,45
LAO,1978,37900,47
LAO,1979,37875,46
LAO,1980,21000,55
LAO,1981,26000,46
LAO,1982,-9,46
LAO,1983,-9,49
LAO,1984,55000,54
LAO,1985,55000,54
LAO,1986,-9,56
LAO,1987,-9,56
LAO,1988,-9,56
LAO,1989,18940,56
LAO,1990,-9,55
LAO,1991,-9,53
LAO,1992,102170,37
LAO,1993,110000,37
LAO,1994,77000,45
LAO,1995,73000,50
LAO,1996,79000,50
LAO,1997,72000,50
LAO,1998,34000,50
LAO,1999,22000,50
LAO,2000,20000,29
LAO,2001,19000,29
LAO,2002,11000,29
LAO,2003,11000,29
LAO,2004,-9,29
LAO,2005,12000,29
LAO,2006,13000,29
LAO,2007,15000,29
LAO,2008,17000,29
LAO,2009,14000,29
LAO,2010,-9,29
LAO,2011,19000,29
LAO,2012,20000,29
LAO,2013,21000,29
LAO,2014,24000,29
LAO,2015,-9,29
LAO,2016,-9,29
DRV,1954,0,180
DRV,1955,-9,190
DRV,1956,-9,200
DRV,1957,-9,210
DRV,1958,-9,220
DRV,1959,-9,230
DRV,1960,-9,240
DRV,1961,175000,250
DRV,1962,200000,260
DRV,1963,250000,250
DRV,1964,300000,256
DRV,1965,375170,256
DRV,1966,300000,256
DRV,1967,450000,418
DRV,1968,500000,447
DRV,1969,510204,477
DRV,1970,580000,452
DRV,1971,300000,455
DRV,1972,325000,625
DRV,1973,290000,630
DRV,1974,-9,665
DRV,1975,-9,643
DRV,1976,-9,637
DRV,1977,-9,615
DRV,1978,-9,660
DRV,1979,-9,650
DRV,1980,-9,900
DRV,1981,-9,1000
DRV,1982,-9,1000
DRV,1983,-9,1029
DRV,1984,1300000,1227
DRV,1985,1500000,1027
DRV,1986,2406000,1260
DRV,1987,-9,1260
DRV,1988,2540000,1250
DRV,1989,2320000,1250
DRV,1990,723000,1050
DRV,1991,1870000,1040
DRV,1992,720000,857
DRV,1993,358000,857
DRV,1994,992000,700
DRV,1995,910000,650
DRV,1996,970000,650
DRV,1997,1004000,650
DRV,1998,943000,640
DRV,1999,890000,485
DRV,2000,2303000,484
DRV,2001,2351000,484
DRV,2002,2226000,484
DRV,2003,2313000,484
DRV,2004,2781000,484
DRV,2005,3153000,484
DRV,2006,3439000,455
DRV,2007,3709000,455
DRV,2008,2907000,455
DRV,2009,2137000,455
DRV,2010,2573000,455
DRV,2011,2667000,455
DRV,2012,3295000,482
DRV,2013,3800000,482
DRV,2014,4248000,482
DRV,2015,-9,482
DRV,2016,4010000,482
RVN,1954,379321,170
RVN,1955,322631,160
RVN,1956,215926,150
RVN,1957,179972,160
RVN,1958,171914,160
RVN,1959,176371,160
RVN,1960,208657,160
RVN,1961,236629,375
RVN,1962,342657,400
RVN,1963,223133,425
RVN,1964,311433,230
RVN,1965,493900,565
RVN,1966,713450,617
RVN,1967,326441,645
RVN,1968,456356,735
RVN,1969,666101,892
RVN,1970,1118643,1000
RVN,1971,563636,1060
RVN,1972,450000,1100
RVN,1973,580000,1090
RVN,1974,539000,980
RVN,1975,559000,570
MAL,1957,52143,18
MAL,1958,54492,20
MAL,1959,46503,20
MAL,1960,42908,20
MAL,1961,36242,44
MAL,1962,36721,46
MAL,1963,50621,14
MAL,1964,70915,32
MAL,1965,98697,37
MAL,1966,124444,35
MAL,1967,119026,40
MAL,1968,123551,46
MAL,1969,119156,46
MAL,1970,123301,58
MAL,1971,190020,62
MAL,1972,274507,69
MAL,1973,369991,70
MAL,1974,458227,75
MAL,1975,547135,76
MAL,1976,479619,80
MAL,1977,616341,79
MAL,1978,764248,82
MAL,1979,1164996,82
MAL,1980,1362169,83
MAL,1981,2037843,90
MAL,1982,2132002,95
MAL,1983,2080113,99
MAL,1984,1196992,125
MAL,1985,1764000,110
MAL,1986,1010000,113
MAL,1987,853310,113
MAL,1988,1612000,113
MAL,1989,1384000,115
MAL,1990,1560000,130
MAL,1991,1740000,128
MAL,1992,2500000,128
MAL,1993,2600000,115
MAL,1994,3142000,115
MAL,1995,3514000,122
MAL,1996,3695000,128
MAL,1997,3377000,110
MAL,1998,1891000,110
MAL,1999,3158000,95
MAL,2000,2579000,96
MAL,2001,3249000,100
MAL,2002,2238000,100
MAL,2003,2882000,104
MAL,2004,2742000,107
MAL,2005,3110000,110
MAL,2006,3206000,110
MAL,2007,4021000,109
MAL,2008,4370000,109
MAL,2009,3883000,109
MAL,2010,3651000,109
MAL,2011,4693000,109
MAL,2012,4440000,109
MAL,2013,5000000,109
MAL,2014,5031000,109
MAL,2015,4738000,109
MAL,2016,4218000,109
SIN,1965,33,0
SIN,1966,4608,0
SIN,1967,14188,10
SIN,1968,20717,11
SIN,1969,94968,12
SIN,1970,104369,14
SIN,1971,131898,15
SIN,1972,154492,20
SIN,1973,187837,24
SIN,1974,224465,24
SIN,1975,272002,27
SIN,1976,313259,35
SIN,1977,373042,36
SIN,1978,443272,64
SIN,1979,529205,57
SIN,1980,594069,50
SIN,1981,708954,59
SIN,1982,743032,60
SIN,1983,936884,42
SIN,1984,1046303,56
SIN,1985,1201000,56
SIN,1986,1030000,56
SIN,1987,1130000,56
SIN,1988,1490000,56
SIN,1989,1500000,56
SIN,1990,1700000,56
SIN,1991,2130000,56
SIN,1992,2500000,56
SIN,1993,2700000,56
SIN,1994,3118000,56
SIN,1995,3970000,53
SIN,1996,4129000,53
SIN,1997,4624000,55
SIN,1998,4936000,60
SIN,1999,4696000,60
SIN,2000,4316000,60
SIN,2001,4280000,60
SIN,2002,4581000,60
SIN,2003,4741000,72
SIN,2004,5102000,72
SIN,2005,5578000,73
SIN,2006,6321000,73
SIN,2007,7007000,73
SIN,2008,7662000,73
SIN,2009,7831000,73
SIN,2010,8098000,73
SIN,2011,9362000,73
SIN,2012,9843000,73
SIN,2013,9864000,73
SIN,2014,10015000,73
SIN,2015,9676000,73
SIN,2016,10249000,73
BRU,1984,300509,4
BRU,1985,202450,4
BRU,1986,232420,4
BRU,1987,193210,4
BRU,1988,229025,4
BRU,1989,316637,4
BRU,1990,-9,4
BRU,1991,-9,4
BRU,1992,395600,4
BRU,1993,255000,4
BRU,1994,263000,5
BRU,1995,268000,5
BRU,1996,344000,5
BRU,1997,378000,5
BRU,1998,386000,5
BRU,1999,402000,5
BRU,2000,353000,5
BRU,2001,279000,6
BRU,2002,268000,7
BRU,2003,273000,7
BRU,2004,294000,7
BRU,2005,309000,7
BRU,2006,328000,7
BRU,2007,346000,7
BRU,2008,360000,7
BRU,2009,332000,7
BRU,2010,351000,7
BRU,2011,409000,7
BRU,2012,411000,7
BRU,2013,416000,7
BRU,2014,573000,7
BRU,2015,396000,7
BRU,2016,402000,7
PHI,1946,17313,0
PHI,1947,12488,27
PHI,1948,27562,28
PHI,1949,43519,28
PHI,1950,38508,29
PHI,1951,47262,29
PHI,1952,61915,30
PHI,1953,60316,30
PHI,1954,54463,34
PHI,1955,52575,38
PHI,1956,49877,42
PHI,1957,48592,58
PHI,1958,53805,58
PHI,1959,46493,58
PHI,1960,54788,58
PHI,1961,52338,62
PHI,1962,53531,60
PHI,1963,55660,45
PHI,1964,58082,47
PHI,1965,64838,46
PHI,1966,83116,45
PHI,1967,95390,45
PHI,1968,109061,51
PHI,1969,115394,55
PHI,1970,110249,59
PHI,1971,121429,58
PHI,1972,119320,62
PHI,1973,188120,63
PHI,1974,289035,90
PHI,1975,325611,120
PHI,1976,463959,140
PHI,1977,549792,155
PHI,1978,651660,156
PHI,1979,764476,156
PHI,1980,612230,155
PHI,1981,797883,156
PHI,1982,909822,157
PHI,1983,666777,113
PHI,1984,504003,105
PHI,1985,474020,115
PHI,1986,515060,105
PHI,1987,724910,105
PHI,1988,857550,148
PHI,1989,1280000,112
PHI,1990,978980,109
PHI,1991,968400,107
PHI,1992,1100000,107
PHI,1993,1200000,107
PHI,1994,1117000,104
PHI,1995,1361000,104
PHI,1996,1520000,103
PHI,1997,1422000,105
PHI,1998,1521000,106
PHI,1999,1627000,107
PHI,2000,1357000,106
PHI,2001,1065000,107
PHI,2002,1367000,106
PHI,2003,840000,106
PHI,2004,825000,106
PHI,2005,836000,106
PHI,2006,899000,106
PHI,2007,1130000,106
PHI,2008,1427000,106
PHI,2009,1363000,106
PHI,2010,2024000,120
PHI,2011,1642000,125
PHI,2012,1762000,125
PHI,2013,2205000,125
PHI,2014,2035000,125
PHI,2015,2223000,125
PHI,2016,2538000,125
INS,1949,256429,200
INS,1950,406850,600
INS,1951,288714,400
INS,1952,333946,200
INS,1953,333333,100
INS,1954,307692,149
INS,1955,339721,199
INS,1956,383275,248
INS,1957,499386,265
INS,1958,312676,282
INS,1959,297468,299
INS,1960,386121,316
INS,1961,541880,375
INS,1962,364444,375
INS,1963,290159,375
INS,1964,552290,376
INS,1965,151000,351
INS,1966,91830,346
INS,1967,254118,347
INS,1968,268511,348
INS,1969,245399,358
INS,1970,368953,358
INS,1971,302475,358
INS,1972,455421,356
INS,1973,556626,310
INS,1974,700000,270
INS,1975,1195180,260
INS,1976,1404819,257
INS,1977,2183132,260
INS,1978,2049542,250
INS,1979,1653947,250
INS,1980,2073746,250
INS,1981,2844352,265
INS,1982,2870010,280
INS,1983,2527432,269
INS,1984,2419876,281
INS,1985,2321000,278
INS,1986,1640000,284
INS,1987,1350000,284
INS,1988,1402000,284
INS,1989,1593000,285
INS,1990,1450000,283
INS,1991,1500000,278
INS,1992,1800000,283
INS,1993,2031000,271
INS,1994,2486000,280
INS,1995,4403000,280
INS,1996,4797000,280
INS,1997,4812000,280
INS,1998,967000,280
INS,1999,1502000,296
INS,2000,614000,297
INS,2001,860000,297
INS,2002,6112000,297
INS,2003,7229000,302
INS,2004,7730000,302
INS,2005,2869000,302
INS,2006,3645000,302
INS,2007,4329000,302
INS,2008,5108000,302
INS,2009,4821000,302
INS,2010,7182000,302
INS,2011,5826000,302
INS,2012,6524000,302
INS,2013,8366000,396
INS,2014,7076000,396
INS,2015,7587000,396
INS,2016,8171000,396
ETM,2002,-9,-9
ETM,2003,-9,-9
ETM,2004,-9,-9
ETM,2005,-9,1
ETM,2006,-9,1
ETM,2007,-9,1
ETM,2008,-9,1
ETM,2009,-9,1
ETM,2010,1000,1
ETM,2011,52000,1
ETM,2012,64000,1
ETM,2013,67000,1
ETM,2014,69000,1
ETM,2015,73000,1
ETM,2016,26000,1
AUL,1920,12895,6
AUL,1921,11043,6
AUL,1922,30710,6
AUL,1923,21105,7
AUL,1924,24302,7
AUL,1925,25002,7
AUL,1926,26229,8
AUL,1927,40456,8
AUL,1928,23934,8
AUL,1929,22678,7
AUL,1930,17246,7
AUL,1931,10815,6
AUL,1932,8534,6
AUL,1933,9726,6
AUL,1934,12679,8
AUL,1935,15624,8
AUL,1936,29867,8
AUL,1937,36568,8
AUL,1938,55092,8
AUL,1939,67076,8
AUL,1940,179418,82
AUL,1941,550072,400
AUL,1942,1032686,-9
AUL,1943,1811765,680
AUL,1944,1755318,680
AUL,1945,1484291,596
AUL,1946,1032619,103
AUL,1947,397825,82
AUL,1948,237440,61
AUL,1949,182751,41
AUL,1950,169340,38
AUL,1951,295232,33
AUL,1952,407711,32
AUL,1953,417039,57
AUL,1954,382379,54
AUL,1955,401241,52
AUL,1956,414808,52
AUL,1957,392374,48
AUL,1958,393208,46
AUL,1959,407003,48
AUL,1960,418895,47
AUL,1961,436189,46
AUL,1962,456385,49
AUL,1963,480812,49
AUL,1964,549866,53
AUL,1965,698889,53
AUL,1966,871263,59
AUL,1967,1014541,72
AUL,1968,1114710,80
AUL,1969,1139156,82
AUL,1970,1185192,86
AUL,1971,1204491,86
AUL,1972,1317515,86
AUL,1973,1772656,71
AUL,1974,2241752,68
AUL,1975,2422694,70
AUL,1976,2751572,71
AUL,1977,2621716,70
AUL,1978,2902930,70
AUL,1979,3101174,70
AUL,1980,3605227,71
AUL,1981,4061221,72
AUL,1982,4032104,73
AUL,1983,5460087,73
AUL,1984,4493023,71
AUL,1985,4670000,70
AUL,1986,4780000,71
AUL,1987,5400000,70
AUL,1988,6320000,71
AUL,1989,6170000,70
AUL,1990,7270000,68
AUL,1991,7570000,68
AUL,1992,7200000,68
AUL,1993,7300000,68
AUL,1994,7300000,65
AUL,1995,8399000,65
AUL,1996,8755000,65
AUL,1997,8625000,65
AUL,1998,7682000,65
AUL,1999,7775000,55
AUL,2000,7384000,51
AUL,2001,6752000,51
AUL,2002,9299000,51
AUL,2003,12212000,54
AUL,2004,14310000,53
AUL,2005,15550000,53
AUL,2006,17208000,53
AUL,2007,20216000,52
AUL,2008,22194000,51
AUL,2009,19515000,55
AUL,2010,23634000,55
AUL,2011,25444000,57
AUL,2012,28269000,57
AUL,2013,25967000,57
AUL,2014,22512000,56
AUL,2015,22764000,57
AUL,2016,24188000,57
PNG,1975,0,4
PNG,1976,25000,4
PNG,1977,22000,3
PNG,1978,25000,4
PNG,1979,27000,4
PNG,1980,31000,3
PNG,1981,38300,3
PNG,1982,33000,3
PNG,1983,34100,3
PNG,1984,33000,3
PNG,1985,34300,3
PNG,1986,34450,3
PNG,1987,44050,3
PNG,1988,38110,3
PNG,1989,45570,3
PNG,1990,49820,4
PNG,1991,40000,4
PNG,1992,58900,4
PNG,1993,86700,4
PNG,1994,97000,4
