stateabb,year,irst,pec
OMA,1999,0,13313
OMA,2000,0,14609
OMA,2001,0,14575
OMA,2002,0,18304
OMA,2003,0,19433
OMA,2004,0,16659
OMA,2005,0,19032
OMA,2006,0,23348
OMA,2007,0,24313
OMA,2008,0,33795
OMA,2009,0,32646
OMA,2010,0,34847
OMA,2011,200,40470
OMA,2012,300,43152
OMA,2013,500,43375
OMA,2014,1500,45170
OMA,2015,2000,49249
OMA,2016,2000,49278
AFG,1919,-9,-9
AFG,1920,0,0
AFG,1921,0,0
AFG,1922,0,0
AFG,1923,0,0
AFG,1924,0,0
AFG,1925,0,0
AFG,1926,0,0
AFG,1927,0,0
AFG,1928,0,0
AFG,1929,0,0
AFG,1930,0,0
AFG,1931,0,0
AFG,1932,0,0
AFG,1933,0,0
AFG,1934,0,0
AFG,1935,0,0
AFG,1936,0,0
AFG,1937,0,0
AFG,1938,0,0
AFG,1939,0,0
AFG,1940,0,0
AFG,1941,0,0
AFG,1942,0,0
AFG,1943,0,0
AFG,1944,0,0
AFG,1945,0,0
AFG,1946,0,0
AFG,1947,0,0
AFG,1948,0,0
AFG,1949,0,5
AFG,1950,0,8
AFG,1951,0,10
AFG,1952,0,12
AFG,1953,0,14
AFG,1954,0,16
AFG,1955,0,23
AFG,1956,0,23
AFG,1957,0,29
AFG,1958,0,34
AFG,1959,0,41
AFG,1960,0,48
AFG,1961,0,66
AFG,1962,0,112
AFG,1963,0,99
AFG,1964,0,113
AFG,1965,0,144
AFG,1966,0,162
AFG,1967,0,331
AFG,1968,0,405
AFG,1969,0,181
AFG,1970,0,564
AFG,1971,0,704
AFG,1972,0,563
AFG,1973,0,635
AFG,1974,0,693
AFG,1975,0,791
AFG,1976,0,681
AFG,1977,0,851
AFG,1978,0,756
AFG,1979,0,741
AFG,1980,0,608
AFG,1981,0,696
AFG,1982,0,768
AFG,1983,0,919
AFG,1984,0,1137
AFG,1985,0,1319
AFG,1986,0,1342
AFG,1987,0,798
AFG,1988,0,784
AFG,1989,0,810
AFG,1990,0,744
AFG,1991,0,715
AFG,1992,0,599
AFG,1993,0,606
AFG,1994,0,614
AFG,1995,0,622
AFG,1996,0,630
AFG,1997,0,634
AFG,1998,0,635
AFG,1999,0,643
AFG,2000,0,651
AFG,2001,0,677
AFG,2002,0,922
AFG,2003,0,915
AFG,2004,0,758
AFG,2005,0,847
AFG,2006,0,915
AFG,2007,0,1148
AFG,2008,0,1240
AFG,2009,0,1414
AFG,2010,0,1765
AFG,2011,0,2669
AFG,2012,0,2484
AFG,2013,0,2660
AFG,2014,0,2839
AFG,2015,0,2709
AFG,2016,0,3160
TKM,1991,0,-9
TKM,1992,0,19146
TKM,1993,0,19592
TKM,1994,0,23615
TKM,1995,0,24126
TKM,1996,0,21464
TKM,1997,0,22383
TKM,1998,0,23152
TKM,1999,0,26851
TKM,2000,0,27235
TKM,2001,0,27938
TKM,2002,0,29370
TKM,2003,0,32669
TKM,2004,0,33856
TKM,2005,0,35191
TKM,2006,0,35953
TKM,2007,0,40744
TKM,2008,0,41353
TKM,2009,0,37110
TKM,2010,0,42211
TKM,2011,0,44971
TKM,2012,0,45501
TKM,2013,0,46980
TKM,2014,0,48408
TKM,2015,0,50064
TKM,2016,0,49994
TAJ,1991,0,-9
TAJ,1992,0,6688
TAJ,1993,0,5951
TAJ,1994,0,4840
TAJ,1995,0,4828
TAJ,1996,0,5122
TAJ,1997,0,4511
TAJ,1998,0,4581
TAJ,1999,0,4682
TAJ,2000,0,4664
TAJ,2001,0,4674
TAJ,2002,0,4428
TAJ,2003,0,4550
TAJ,2004,0,4746
TAJ,2005,0,4816
TAJ,2006,0,4846
TAJ,2007,0,4940
TAJ,2008,0,4718
TAJ,2009,0,4214
TAJ,2010,0,4213
TAJ,2011,0,4195
TAJ,2012,0,4326
TAJ,2013,0,4243
TAJ,2014,0,4465
TAJ,2015,0,4719
TAJ,2016,0,5012
KYR,1991,0,-9
KYR,1992,0,5348
KYR,1993,0,4505
KYR,1994,0,4305
KYR,1995,0,3407
KYR,1996,0,4085
KYR,1997,0,4029
KYR,1998,0,3990
KYR,1999,0,3564
KYR,2000,0,3692
KYR,2001,0,3304
KYR,2002,0,3895
KYR,2003,0,4106
KYR,2004,0,3990
KYR,2005,0,3962
KYR,2006,0,4047
KYR,2007,0,3960
KYR,2008,0,4278
KYR,2009,0,3201
KYR,2010,0,3179
KYR,2011,0,3515
KYR,2012,0,4287
KYR,2013,0,3701
KYR,2014,0,4306
KYR,2015,0,4438
KYR,2016,0,3988
UZB,1991,629,-9
UZB,1992,630,72440
UZB,1993,573,76321
UZB,1994,364,72536
UZB,1995,367,71333
UZB,1996,444,73346
UZB,1997,379,74212
UZB,1998,351,83074
UZB,1999,344,85251
UZB,2000,407,84582
UZB,2001,433,85115
UZB,2002,450,88696
UZB,2003,499,87900
UZB,2004,602,87128
UZB,2005,595,81382
UZB,2006,617,83272
UZB,2007,645,82835
UZB,2008,682,85543
UZB,2009,716,73854
UZB,2010,716,72318
UZB,2011,733,79051
UZB,2012,736,80688
UZB,2013,746,72285
UZB,2014,723,73596
UZB,2015,643,72172
UZB,2016,654,64319
KZK,1991,6377,-9
KZK,1992,5680,154089
KZK,1993,4300,129297
KZK,1994,2969,120988
KZK,1995,3028,104916
KZK,1996,3216,91026
KZK,1997,3889,80678
KZK,1998,3121,80005
KZK,1999,4099,72194
KZK,2000,4769,73729
KZK,2001,4655,81596
KZK,2002,4814,84703
KZK,2003,4898,90638
KZK,2004,5385,108140
KZK,2005,4451,116065
KZK,2006,4269,122629
KZK,2007,4782,140865
KZK,2008,4250,148985
KZK,2009,4146,141245
KZK,2010,4220,161951
KZK,2011,4699,167366
KZK,2012,3676,159899
KZK,2013,3275,171360
KZK,2014,3681,166660
KZK,2015,3910,157025
KZK,2016,4289,159332
CHN,1860,10,0
CHN,1861,10,0
CHN,1862,10,0
CHN,1863,10,0
CHN,1864,10,0
CHN,1865,10,0
CHN,1866,10,0
CHN,1867,10,0
CHN,1868,10,0
CHN,1869,10,0
CHN,1870,10,0
CHN,1871,10,0
CHN,1872,10,0
CHN,1873,10,0
CHN,1874,10,0
CHN,1875,10,0
CHN,1876,10,0
CHN,1877,10,0
CHN,1878,10,0
CHN,1879,10,0
CHN,1880,20,0
CHN,1881,20,2
CHN,1882,20,38
CHN,1883,20,75
CHN,1884,20,126
CHN,1885,20,187
CHN,1886,20,187
CHN,1887,20,225
CHN,1888,20,241
CHN,1889,20,248
CHN,1890,20,249
CHN,1891,20,250
CHN,1892,20,251
CHN,1893,20,253
CHN,1894,20,255
CHN,1895,20,257
CHN,1896,20,489
CHN,1897,20,539
CHN,1898,20,735
CHN,1899,20,798
CHN,1900,0,233
CHN,1901,0,450
CHN,1902,0,898
CHN,1903,0,1036
CHN,1904,0,1103
CHN,1905,0,1213
CHN,1906,0,9033
CHN,1907,9,9039
CHN,1908,23,9045
CHN,1909,37,9051
CHN,1910,50,9057
CHN,1911,39,9063
CHN,1912,3,9076
CHN,1913,43,12888
CHN,1914,56,14191
CHN,1915,48,13516
CHN,1916,45,16001
CHN,1917,43,17005
CHN,1918,57,18461
CHN,1919,35,20189
CHN,1920,68,21364
CHN,1921,77,20564
CHN,1922,30,21204
CHN,1923,30,24629
CHN,1924,30,25871
CHN,1925,30,24357
CHN,1926,30,23167
CHN,1927,30,24306
CHN,1928,30,25246
CHN,1929,20,25620
CHN,1930,15,26302
CHN,1931,15,27542
CHN,1932,20,26700
CHN,1933,35,28759
CHN,1934,50,33136
CHN,1935,50,36618
CHN,1936,50,40515
CHN,1937,40,34815
CHN,1938,52,29424
CHN,1939,62,35578
CHN,1940,45,45580
CHN,1941,63,56669
CHN,1942,96,60114
CHN,1943,70,51545
CHN,1944,40,51968
CHN,1945,48,27135
CHN,1946,60,16888
CHN,1947,70,18187
CHN,1948,76,13078
CHN,1949,158,33138
CHN,1950,606,29555
CHN,1951,896,38184
CHN,1952,1349,47919
CHN,1953,1774,49996
CHN,1954,2225,59826
CHN,1955,2853,71024
CHN,1956,4465,79681
CHN,1957,5350,94784
CHN,1958,8000,195916
CHN,1959,13870,268826
CHN,1960,18660,291769
CHN,1961,8700,206584
CHN,1962,6670,165194
CHN,1963,7620,163828
CHN,1964,9640,165087
CHN,1965,12230,180888
CHN,1966,15320,199598
CHN,1967,10290,166258
CHN,1968,9040,251184
CHN,1969,13330,309825
CHN,1970,17790,453534
CHN,1971,21320,507422
CHN,1972,23380,537957
CHN,1973,25220,558491
CHN,1974,21120,569099
CHN,1975,23900,654516
CHN,1976,20460,676074
CHN,1977,23740,736859
CHN,1978,31780,821876
CHN,1979,34480,841890
CHN,1980,37120,828495
CHN,1981,35600,822768
CHN,1982,37160,889866
CHN,1983,40020,938367
CHN,1984,43470,1014707
CHN,1985,46790,1096194
CHN,1986,52200,1151162
CHN,1987,56280,1224456
CHN,1988,59430,1302601
CHN,1989,61590,1331953
CHN,1990,66350,1380815
CHN,1991,71000,1432697
CHN,1992,80940,1484432
CHN,1993,89539,1568944
CHN,1994,92613,1658864
CHN,1995,95360,1779017
CHN,1996,101237,1851891
CHN,1997,108911,1829999
CHN,1998,114588,1732871
CHN,1999,123954,1808845
CHN,2000,127236,1872095
CHN,2001,150906,1914161
CHN,2002,182249,2127269
CHN,2003,222336,2488728
CHN,2004,272798,2861534
CHN,2005,355790,3222708
CHN,2006,421024,3570019
CHN,2007,489712,3713753
CHN,2008,512339,4048898
CHN,2009,577070,4186907
CHN,2010,638743,4889792
CHN,2011,683883,5373346
CHN,2012,731040,5724311
CHN,2013,822000,5900331
CHN,2014,822698,5858015
CHN,2015,803825,5773069
CHN,2016,807609,5679028
MON,1921,0,26
MON,1922,0,27
MON,1923,0,31
MON,1924,0,32
MON,1925,0,30
MON,1926,0,29
MON,1927,0,30
MON,1928,0,31
MON,1929,0,31
MON,1930,0,32
MON,1931,0,33
MON,1932,0,32
MON,1933,0,34
MON,1934,0,39
MON,1935,0,43
MON,1936,0,47
MON,1937,0,40
MON,1938,0,33
MON,1939,0,40
MON,1940,0,51
MON,1941,0,63
MON,1942,0,66
MON,1943,0,56
MON,1944,0,56
MON,1945,0,29
MON,1946,0,18
MON,1947,0,19
MON,1948,0,14
MON,1949,0,34
MON,1950,0,89
MON,1951,0,91
MON,1952,0,93
MON,1953,0,95
MON,1954,0,97
MON,1955,0,129
MON,1956,0,149
MON,1957,0,168
MON,1958,0,307
MON,1959,0,362
MON,1960,0,334
MON,1961,0,352
MON,1962,0,553
MON,1963,0,407
MON,1964,0,572
MON,1965,0,513
MON,1966,0,506
MON,1967,0,536
MON,1968,0,743
MON,1969,0,799
MON,1970,0,1268
MON,1971,0,1358
MON,1972,0,1440
MON,1973,0,1481
MON,1974,0,1555
MON,1975,0,1689
MON,1976,0,1792
MON,1977,0,2018
MON,1978,0,2249
MON,1979,0,2455
MON,1980,0,2658
MON,1981,0,2539
MON,1982,0,2584
MON,1983,0,2688
MON,1984,0,3007
MON,1985,0,3489
MON,1986,0,3709
MON,1987,0,3978
MON,1988,0,4398
MON,1989,0,4037
MON,1990,0,3558
MON,1991,0,4543
MON,1992,0,4122
MON,1993,0,3490
MON,1994,0,3192
MON,1995,0,3213
MON,1996,0,3214
MON,1997,0,3109
MON,1998,0,3106
MON,1999,0,3065
MON,2000,35,3009
MON,2001,35,3113
MON,2002,35,3327
MON,2003,35,3168
MON,2004,35,3323
MON,2005,35,3407
MON,2006,35,3629
MON,2007,35,3713
MON,2008,35,3670
MON,2009,35,4204
MON,2010,35,4410
MON,2011,35,7192
MON,2012,35,12332
MON,2013,40,15544
MON,2014,45,10253
MON,2015,45,7879
MON,2016,50,8747
TAW,1949,3,1759
TAW,1950,14,1574
TAW,1951,16,1843
TAW,1952,15,2483
TAW,1953,20,2612
TAW,1954,25,2380
TAW,1955,40,2647
TAW,1956,63,2858
TAW,1957,88,3290
TAW,1958,107,3597
TAW,1959,159,4020
TAW,1960,200,4443
TAW,1961,185,4859
TAW,1962,182,5171
TAW,1963,215,5468
TAW,1964,236,5793
TAW,1965,260,5884
TAW,1966,221,5960
TAW,1967,228,6211
TAW,1968,242,6359
TAW,1969,291,6202
TAW,1970,370,6324
TAW,1971,453,6233
TAW,1972,470,6366
TAW,1973,507,6163
TAW,1974,519,5897
TAW,1975,680,6434
TAW,1976,1628,7040
TAW,1977,1770,7186
TAW,1978,3432,7765
TAW,1979,3186,8019
TAW,1980,3417,8231
TAW,1981,3157,7987
TAW,1982,4152,8031
TAW,1983,5031,8479
TAW,1984,5008,8766
TAW,1985,5306,9016
TAW,1986,5545,9657
TAW,1987,5915,10384
TAW,1988,8288,10658
TAW,1989,10114,10437
TAW,1990,10466,10861
TAW,1991,10644,11610
TAW,1992,11180,11986
TAW,1993,12779,12942
TAW,1994,11594,13568
TAW,1995,11605,14224
TAW,1996,12416,14911
TAW,1997,16056,15632
TAW,1998,16965,16388
TAW,1999,15438,17180
TAW,2000,16896,18350
TAW,2001,17261,19521
TAW,2002,18230,15964
TAW,2003,18832,16483
TAW,2004,19599,17019
TAW,2005,18942,17573
TAW,2006,20000,18144
TAW,2007,20903,18735
TAW,2008,19882,19344
TAW,2009,15814,19973
TAW,2010,19755,20623
TAW,2011,20178,21294
TAW,2012,20664,21987
TAW,2013,22282,22702
TAW,2014,23221,23441
TAW,2015,21392,24203
TAW,2016,21751,24990
KOR,1887,0,0
KOR,1888,0,0
KOR,1889,0,0
KOR,1890,0,0
KOR,1891,0,0
KOR,1892,0,0
KOR,1893,0,0
KOR,1894,0,0
KOR,1895,0,0
KOR,1896,0,0
KOR,1897,0,0
KOR,1898,0,0
KOR,1899,0,0
KOR,1900,0,0
KOR,1901,0,0
KOR,1902,0,0
KOR,1903,0,0
KOR,1904,0,0
KOR,1905,0,6
PRK,1948,115,1204
PRK,1949,144,2830
PRK,1950,38,170
PRK,1951,0,230
PRK,1952,0,231
PRK,1953,4,547
PRK,1954,56,1735
PRK,1955,137,2806
PRK,1956,189,3387
PRK,1957,277,4281
PRK,1958,365,5908
PRK,1959,451,7529
PRK,1960,641,9079
PRK,1961,776,10068
PRK,1962,1050,11514
PRK,1963,1022,12291
PRK,1964,1132,13147
PRK,1965,1230,16466
PRK,1966,1300,17832
PRK,1967,1450,19549
PRK,1968,1750,22540
PRK,1969,2000,24379
PRK,1970,2200,26522
PRK,1971,2400,40169
PRK,1972,2500,33389
PRK,1973,2630,36408
PRK,1974,2700,37865
PRK,1975,5200,39904
PRK,1976,5300,41130
PRK,1977,5400,42798
PRK,1978,5500,45780
PRK,1979,5700,46603
PRK,1980,5800,48300
PRK,1981,5500,48699
PRK,1982,5800,50118
PRK,1983,6100,53643
PRK,1984,6500,57923
PRK,1985,6500,62130
PRK,1986,6500,66698
PRK,1987,6700,72863
PRK,1988,6800,83019
PRK,1989,7300,86864
PRK,1990,8000,50278
PRK,1991,8000,47955
PRK,1992,8100,41946
PRK,1993,8100,38445
PRK,1994,1600,35343
PRK,1995,600,33109
PRK,1996,600,28788
PRK,1997,600,27436
PRK,1998,300,24904
PRK,1999,300,27412
PRK,2000,300,29306
PRK,2001,300,30417
PRK,2002,300,29181
PRK,2003,300,29910
PRK,2004,300,30621
PRK,2005,300,32033
PRK,2006,300,32520
PRK,2007,300,27414
PRK,2008,300,30271
PRK,2009,250,23107
PRK,2010,250,21799
PRK,2011,250,16097
PRK,2012,1280,16781
PRK,2013,1250,12544
PRK,2014,1250,13819
PRK,2015,1250,11047
PRK,2016,1250,12441
ROK,1949,8,1147
ROK,1950,4,631
ROK,1951,1,874
ROK,1952,1,998
ROK,1953,1,1417
ROK,1954,1,1534
ROK,1955,11,1996
ROK,1956,12,2298
ROK,1957,17,2523
ROK,1958,20,2701
ROK,1959,38,3346
ROK,1960,50,3852
ROK,1961,66,4508
ROK,1962,149,12832
ROK,1963,160,13640
ROK,1964,129,15329
ROK,1965,185,16896
ROK,1966,224,17720
ROK,1967,300,18635
ROK,1968,372,17853
ROK,1969,374,21397
ROK,1970,481,26796
ROK,1971,472,29606
ROK,1972,585,31382
ROK,1973,1157,37966
ROK,1974,1935,39087
ROK,1975,2030,42117
ROK,1976,2725,47777
ROK,1977,2764,52638
ROK,1978,3180,56306
ROK,1979,5256,63143
ROK,1980,14447,65386
ROK,1981,15801,66672
ROK,1982,16566,67791
ROK,1983,16356,74848
ROK,1984,17833,84861
ROK,1985,18650,89900
ROK,1986,18793,91728
ROK,1987,19481,96839
ROK,1988,21318,111459
ROK,1989,23705,118723
ROK,1990,24459,122663
ROK,1991,27864,139514
ROK,1992,29557,159608
ROK,1993,33026,176223
ROK,1994,33745,181846
ROK,1995,36772,201578
ROK,1996,38903,229092
ROK,1997,42554,272704
ROK,1998,39896,258641
ROK,1999,41042,280281
ROK,2000,43107,306555
ROK,2001,43852,309064
ROK,2002,45390,301256
ROK,2003,46310,304767
ROK,2004,47521,327037
ROK,2005,47820,335392
ROK,2006,48455,346613
ROK,2007,51517,362668
ROK,2008,53625,373837
ROK,2009,48572,371336
ROK,2010,58914,409028
ROK,2011,68519,437864
ROK,2012,69073,444461
ROK,2013,66061,446653
ROK,2014,71543,448493
ROK,2015,69670,458773
ROK,2016,68576,474449
JPN,1860,0,0
JPN,1861,0,0
JPN,1862,0,0
JPN,1863,0,0
JPN,1864,0,0
JPN,1865,0,0
JPN,1866,0,0
JPN,1867,0,0
JPN,1868,0,4
JPN,1869,0,7
JPN,1870,0,6
JPN,1871,0,10
JPN,1872,0,13
JPN,1873,0,16
JPN,1874,3,223
JPN,1875,2,593
JPN,1876,4,577
JPN,1877,4,531
JPN,1878,4,768
JPN,1879,6,964
JPN,1880,6,978
JPN,1881,6,999
JPN,1882,6,1051
JPN,1883,5,1136
JPN,1884,4,1233
JPN,1885,2,1394
JPN,1886,5,1505
JPN,1887,13,1861
JPN,1888,14,2169
JPN,1889,16,2576
JPN,1890,19,2830
JPN,1891,13,3387
JPN,1892,17,3355
JPN,1893,17,3577
JPN,1894,24,4599
JPN,1895,24,5074
JPN,1896,25,5362
JPN,1897,25,5582
JPN,1898,21,7105
JPN,1899,20,7118
JPN,1900,1,8010
JPN,1901,6,9593
JPN,1902,31,10351
JPN,1903,40,10718
JPN,1904,60,12003
JPN,1905,71,12397
JPN,1906,69,13603
JPN,1907,91,14563
JPN,1908,99,15631
JPN,1909,103,15913
JPN,1910,168,16678
JPN,1911,192,18582
JPN,1912,220,20707
JPN,1913,255,22701
JPN,1914,283,24190
JPN,1915,343,22168
JPN,1916,371,24522
JPN,1917,773,28160
JPN,1918,813,29907
JPN,1919,814,33206
JPN,1920,841,31317
JPN,1921,865,28323
JPN,1922,938,30457
JPN,1923,989,32325
JPN,1924,1127,34193
JPN,1925,1336,35578
JPN,1926,1548,36028
JPN,1927,1728,39288
JPN,1928,1906,40968
JPN,1929,2294,42324
JPN,1930,2289,39844
JPN,1931,1883,37235
JPN,1932,2398,37878
JPN,1933,3198,42393
JPN,1934,3844,47521
JPN,1935,4704,50666
JPN,1936,5223,49942
JPN,1937,5801,53902
JPN,1938,6472,56939
JPN,1939,6696,60216
JPN,1940,6856,66212
JPN,1941,6844,66842
JPN,1942,7044,64275
JPN,1943,7820,66476
JPN,1944,5914,61792
JPN,1945,2082,34266
JPN,1952,6988,48877
JPN,1953,7662,52584
JPN,1954,7750,52243
JPN,1955,9408,52068
JPN,1956,11106,60732
JPN,1957,12570,69958
JPN,1958,12118,68631
JPN,1959,16629,75799
JPN,1960,22138,92588
JPN,1961,28268,111183
JPN,1962,27546,117906
JPN,1963,31501,136154
JPN,1964,39799,153099
JPN,1965,41161,167414
JPN,1966,47784,188810
JPN,1967,62154,218619
JPN,1968,66893,251458
JPN,1969,82167,293438
JPN,1970,93322,334550
JPN,1971,88557,355836
JPN,1972,96901,382724
JPN,1973,119322,493067
JPN,1974,117131,487784
JPN,1975,102313,470715
JPN,1976,107399,485232
JPN,1977,102405,499708
JPN,1978,102005,488543
JPN,1979,111748,515053
JPN,1980,111395,499654
JPN,1981,101676,480758
JPN,1982,99548,469433
JPN,1983,97179,461831
JPN,1984,105586,494694
JPN,1985,105278,483279
JPN,1986,98275,477185
JPN,1987,98513,472640
JPN,1988,105680,502639
JPN,1989,107907,527732
JPN,1990,110339,577487
JPN,1991,109648,597373
JPN,1992,98132,618674
JPN,1993,99600,619617
JPN,1994,98295,661656
JPN,1995,101640,659460
JPN,1996,98801,673036
JPN,1997,104545,687046
JPN,1998,93548,667488
JPN,1999,94192,678532
JPN,2000,106444,698977
JPN,2001,102866,685733
JPN,2002,107745,693322
JPN,2003,110511,712201
JPN,2004,112718,724898
JPN,2005,112471,731679
JPN,2006,116226,735162
JPN,2007,120203,757981
JPN,2008,118739,740161
JPN,2009,87534,684965
JPN,2010,109599,725097
JPN,2011,107601,720087
JPN,2012,107232,738943
JPN,2013,110595,752243
JPN,2014,110666,729142
JPN,2015,105134,717951
JPN,2016,104775,716148
IND,1947,1277,33752
IND,1948,1277,34071
IND,1949,1374,36994
IND,1950,1461,22425
IND,1951,1524,23340
IND,1952,1603,24786
IND,1953,1531,25122
IND,1954,1712,26556
IND,1955,1732,31419
IND,1956,1766,33149
IND,1957,1742,37195
IND,1958,1842,38940
IND,1959,2473,40882
IND,1960,3286,45351
IND,1961,4084,49002
IND,1962,5149,53233
IND,1963,5885,57526
IND,1964,6033,57276
IND,1965,6470,63354
IND,1966,6660,66585
IND,1967,6440,71607
IND,1968,6495,95064
IND,1969,6514,97862
IND,1970,6286,148963
IND,1971,6376,153174
IND,1972,6907,158925
IND,1973,7354,164034
IND,1974,6740,170687
IND,1975,7925,183353
IND,1976,9313,191451
IND,1977,9895,200416
IND,1978,10024,205304
IND,1979,10004,212871
IND,1980,9428,224048
IND,1981,10697,237148
IND,1982,10920,253780
IND,1983,10139,271839
IND,1984,10348,276998
IND,1985,11187,301977
IND,1986,11058,324709
IND,1987,12262,346548
IND,1988,13019,367187
IND,1989,15522,391844
IND,1990,16479,430938
IND,1991,17577,455532
IND,1992,18723,482100
IND,1993,18616,495815
IND,1994,19282,518938
IND,1995,22003,552561
IND,1996,23753,585730
IND,1997,24415,608080
IND,1998,23480,622718
IND,1999,24296,676099
IND,2000,26924,738627
IND,2001,27291,756907
IND,2002,28814,783229
IND,2003,31779,819893
IND,2004,32626,864549
IND,2005,45780,899958
IND,2006,49450,948158
IND,2007,53468,1026549
IND,2008,57791,1096725
IND,2009,63527,1190674
IND,2010,68976,1237821
IND,2011,73590,1305292
IND,2012,77264,1395077
IND,2013,81299,1454971
IND,2014,87292,1548490
IND,2015,89026,1585217
IND,2016,95477,1641825
BHU,1971,0,203
BHU,1972,0,207
BHU,1973,0,210
BHU,1974,0,213
BHU,1975,0,217
BHU,1976,0,221
BHU,1977,0,224
BHU,1978,0,226
BHU,1979,0,231
BHU,1980,0,234
BHU,1981,0,238
BHU,1982,0,241
BHU,1983,0,244
BHU,1984,0,247
BHU,1985,0,294
BHU,1986,0,301
BHU,1987,0,332
BHU,1988,0,346
BHU,1989,0,335
BHU,1990,0,1241
BHU,1991,0,1247
BHU,1992,0,1266
BHU,1993,0,1251
BHU,1994,0,1261
BHU,1995,0,1281
BHU,1996,0,1308
BHU,1997,0,1360
BHU,1998,0,1391
BHU,1999,0,1409
BHU,2000,0,1433
BHU,2001,0,1462
BHU,2002,0,1500
BHU,2003,0,1504
BHU,2004,0,1498
BHU,2005,0,1545
BHU,2006,0,1577
BHU,2007,0,1623
BHU,2008,0,1683
BHU,2009,0,1717
BHU,2010,0,1795
BHU,2011,0,1786
BHU,2012,0,1833
BHU,2013,0,1874
BHU,2014,0,1940
BHU,2015,0,1938
BHU,2016,0,2004
PAK,1947,0,6
PAK,1948,2,354
PAK,1949,5,537
PAK,1950,3,1704
PAK,1951,3,2145
PAK,1952,8,2215
PAK,1953,11,2132
PAK,1954,10,2028
PAK,1955,11,2012
PAK,1956,11,2635
PAK,1957,12,2562
PAK,1958,10,2841
PAK,1959,11,2645
PAK,1960,12,3493
PAK,1961,12,3670
PAK,1962,11,4608
PAK,1963,12,7146
PAK,1964,12,8066
PAK,1965,13,8685
PAK,1966,13,8786
PAK,1967,90,9368
PAK,1968,100,-9
PAK,1969,100,-9
PAK,1970,100,-9
PAK,1971,100,-9
PAK,1972,0,16013
PAK,1973,0,16730
PAK,1974,0,17458
PAK,1975,0,17770
PAK,1976,0,17981
PAK,1977,0,19094
PAK,1978,0,20642
PAK,1979,0,21402
PAK,1980,0,23639
PAK,1981,0,25674
PAK,1982,0,27911
PAK,1983,110,27798
PAK,1984,500,29107
PAK,1985,720,31389
PAK,1986,710,32549
PAK,1987,710,33973
PAK,1988,760,36763
PAK,1989,660,38853
PAK,1990,780,41634
PAK,1991,870,44072
PAK,1992,853,45950
PAK,1993,992,47520
PAK,1994,1000,49925
PAK,1995,950,48977
PAK,1996,900,53316
PAK,1997,900,54221
PAK,1998,900,56015
PAK,1999,900,58868
PAK,2000,950,58775
PAK,2001,1100,64518
PAK,2002,970,72472
PAK,2003,1000,82898
PAK,2004,1145,89139
PAK,2005,825,91051
PAK,2006,1040,91979
PAK,2007,1090,97255
PAK,2008,1000,94809
PAK,2009,800,92998
PAK,2010,800,97916
PAK,2011,850,100984
PAK,2012,1631,101371
PAK,2013,1845,104030
PAK,2014,2423,105557
PAK,2015,2892,107245
PAK,2016,3553,111338
BNG,1971,-9,-9
BNG,1972,107,3011
BNG,1973,68,3402
BNG,1974,74,3288
BNG,1975,76,3771
BNG,1976,90,4233
BNG,1977,108,4772
BNG,1978,117,4876
BNG,1979,126,5069
BNG,1980,137,12424
BNG,1981,139,12804
BNG,1982,109,13416
BNG,1983,47,13370
BNG,1984,73,14182
BNG,1985,101,14739
BNG,1986,96,15320
BNG,1987,82,15793
BNG,1988,70,17046
BNG,1989,86,17229
BNG,1990,75,18029
BNG,1991,58,19061
BNG,1992,36,19198
BNG,1993,32,19918
BNG,1994,34,20683
BNG,1995,36,22706
BNG,1996,37,22004
BNG,1997,40,22219
BNG,1998,40,22247
BNG,1999,0,23327
BNG,2000,0,25066
BNG,2001,0,26808
BNG,2002,0,27537
BNG,2003,0,28827
BNG,2004,0,30479
BNG,2005,0,31641
BNG,2006,0,34881
BNG,2007,0,36089
BNG,2008,50,38358
BNG,2009,70,41162
BNG,2010,78,44607
BNG,2011,85,44983
BNG,2012,87,47340
BNG,2013,84,49079
BNG,2014,90,51225
BNG,2015,100,55932
BNG,2016,100,58940
MYA,1948,0,61
MYA,1949,0,56
MYA,1950,0,253
MYA,1951,0,302
MYA,1952,0,387
MYA,1953,0,456
MYA,1954,0,529
MYA,1955,0,509
MYA,1956,0,580
MYA,1957,0,840
MYA,1958,0,1013
MYA,1959,0,1172
MYA,1960,0,1149
MYA,1961,0,1103
MYA,1962,0,1192
MYA,1963,0,1142
MYA,1964,0,1231
MYA,1965,0,1197
MYA,1966,0,1272
MYA,1967,0,1605
MYA,1968,0,1422
MYA,1969,0,1546
MYA,1970,0,5727
MYA,1971,0,6027
MYA,1972,0,6010
MYA,1973,0,5694
MYA,1974,0,6152
MYA,1975,0,6264
MYA,1976,0,6576
MYA,1977,0,6713
MYA,1978,0,6813
MYA,1979,0,6862
MYA,1980,0,7174
MYA,1981,0,7506
MYA,1982,0,7658
MYA,1983,0,7888
MYA,1984,0,8477
MYA,1985,0,8757
MYA,1986,0,8984
MYA,1987,0,8257
MYA,1988,0,8051
MYA,1989,0,8283
MYA,1990,25,15608
MYA,1991,25,15295
MYA,1992,15,16117
MYA,1993,25,15603
MYA,1994,25,15836
MYA,1995,25,16215
MYA,1996,25,15858
MYA,1997,25,16718
MYA,1998,25,16815
MYA,1999,25,16552
MYA,2000,25,17006
MYA,2001,25,16939
MYA,2002,25,17472
MYA,2003,25,18129
