stateabb,year,cinc
YAR,1966,0.00032789211
YAR,1967,0.00034768559
YAR,1968,0.00035185445
YAR,1969,0.00038680789
YAR,1970,0.00034637906
YAR,1971,0.00034798367
YAR,1972,0.00039653722
YAR,1973,0.00047033594
YAR,1974,0.00049124123
YAR,1975,0.00054263161
YAR,1976,0.0005565515
YAR,1977,0.00056079286
YAR,1978,0.00056623371
YAR,1979,0.00059184636
YAR,1980,0.00058308191
YAR,1981,0.00059938343
YAR,1982,0.00052817707
YAR,1983,0.00056135189
YAR,1984,0.0005750194
YAR,1985,0.00054896256
YAR,1986,0.00056884484
YAR,1987,0.00066212175
YAR,1988,0.0007911204
YAR,1989,0.00082099921
YAR,1990,0.0012713075
YEM,1990,0.0019650145
YEM,1991,0.0017156694
YEM,1992,0.001338136
YEM,1993,0.0012347178
YEM,1994,0.0013404388
YEM,1995,0.0013224306
YEM,1996,0.0013379776
YEM,1997,0.0013664366
YEM,1998,0.00139448
YEM,1999,0.0014135616
YEM,2000,0.0014155637
YEM,2001,0.0013545848
YEM,2002,0.0015432626
YEM,2003,0.0015611615
YEM,2004,0.0015706641
YEM,2005,0.0015495362
YEM,2006,0.0015909415
YEM,2007,0.0016130025
YEM,2008,0.0016692989
YEM,2009,0.0016058808
YEM,2010,0.0017408704
YEM,2011,0.0016840523
YEM,2012,0.0017426624
YEM,2013,0.0017914681
YEM,2014,0.0018020357
YEM,2015,0.0019126221
YEM,2016,0.0014525382
YPR,1967,0.00012684146
YPR,1968,0.00039735649
YPR,1969,0.00042838242
YPR,1970,0.00041280585
YPR,1971,0.0003205621
YPR,1972,0.00032411842
YPR,1973,0.00032124939
YPR,1974,0.00030293956
YPR,1975,0.00030516717
YPR,1976,0.0003181705
YPR,1977,0.00032021274
YPR,1978,0.00031985965
YPR,1979,0.00032241372
YPR,1980,0.00035971584
YPR,1981,0.00035895454
YPR,1982,0.00038703045
YPR,1983,0.00038888433
YPR,1984,0.00039433414
YPR,1985,0.00039600808
YPR,1986,0.00042915696
YPR,1987,0.00046193841
YPR,1988,0.00074217923
YPR,1989,0.0007541909
YPR,1990,0.00029246995
KUW,1961,0.00068053056
KUW,1962,0.00080688257
KUW,1963,0.00083052437
KUW,1964,0.0011363445
KUW,1965,0.0012643061
KUW,1966,0.0012633621
KUW,1967,0.0012456992
KUW,1968,0.00086593715
KUW,1969,0.0008812109
KUW,1970,0.00090473535
KUW,1971,0.00097327988
KUW,1972,0.00092328101
KUW,1973,0.0009194992
KUW,1974,0.00098538538
KUW,1975,0.0010319999
KUW,1976,0.00118536
KUW,1977,0.0011008249
KUW,1978,0.0010741731
KUW,1979,0.0010842314
KUW,1980,0.0011369658
KUW,1981,0.001099283
KUW,1982,0.001062806
KUW,1983,0.0011683182
KUW,1984,0.0012284291
KUW,1985,0.0013749232
KUW,1986,0.0013480786
KUW,1987,0.0013084447
KUW,1988,0.0013199063
KUW,1989,0.0014689812
KUW,1990,0.0033858654
KUW,1991,0.0034608885
KUW,1992,0.0070023276
KUW,1993,0.001513748
KUW,1994,0.0018222518
KUW,1995,0.0019598643
KUW,1996,0.001995845
KUW,1997,0.0020956451
KUW,1998,0.0019953952
KUW,1999,0.001935162
KUW,2000,0.0018285831
KUW,2001,0.0020182715
KUW,2002,0.0018246238
KUW,2003,0.0018707679
KUW,2004,0.0018132653
KUW,2005,0.0017861869
KUW,2006,0.0017414779
KUW,2007,0.0017380408
KUW,2008,0.0020175842
KUW,2009,0.0016943823
KUW,2010,0.0017374096
KUW,2011,0.0017100363
KUW,2012,0.0017627286
KUW,2013,0.0016924863
KUW,2014,0.0017160398
KUW,2015,0.0015031655
KUW,2016,0.0015047936
BAH,1971,0.00040998711
BAH,1972,0.0003964584
BAH,1973,0.00039832233
BAH,1974,0.00040195594
BAH,1975,0.00035604165
BAH,1976,0.00035174392
BAH,1977,0.00040110957
BAH,1978,0.00040169855
BAH,1979,0.00040115506
BAH,1980,0.00041976263
BAH,1981,0.00046046614
BAH,1982,0.00040921159
BAH,1983,0.00039633611
BAH,1984,0.00041797091
BAH,1985,0.00037073434
BAH,1986,0.00043697658
BAH,1987,0.00042340733
BAH,1988,0.0004240339
BAH,1989,0.00043166499
BAH,1990,0.00045519311
BAH,1991,0.00046682352
BAH,1992,0.00047652237
BAH,1993,0.00048253339
BAH,1994,0.00048152066
BAH,1995,0.00048830023
BAH,1996,0.00050136267
BAH,1997,0.00051992189
BAH,1998,0.00053681346
BAH,1999,0.00054735638
BAH,2000,0.00052439532
BAH,2001,0.00048848876
BAH,2002,0.0004731853
BAH,2003,0.00048031728
BAH,2004,0.00046894044
BAH,2005,0.00048048349
BAH,2006,0.0004776587
BAH,2007,0.00051751954
BAH,2008,0.00049009896
BAH,2009,0.00051281566
BAH,2010,0.00049781671
BAH,2011,0.00052884233
BAH,2012,0.00053221354
BAH,2013,0.00058913889
BAH,2014,0.00058456347
BAH,2015,0.00060628692
BAH,2016,0.0006137063
QAT,1971,0.000035165027
QAT,1972,0.00027368401
QAT,1973,0.00050738029
QAT,1974,0.00019345895
QAT,1975,0.00026781423
QAT,1976,0.00033822694
QAT,1977,0.00040275368
QAT,1978,0.00042890458
QAT,1979,0.00063449773
QAT,1980,0.00044907304
QAT,1981,0.00053669658
QAT,1982,0.00039249676
QAT,1983,0.00035890576
QAT,1984,0.00034881136
QAT,1985,0.00038610082
QAT,1986,0.00044724238
QAT,1987,0.00039332555
QAT,1988,0.00037848233
QAT,1989,0.00046370065
QAT,1990,0.00047573861
QAT,1991,0.00063769706
QAT,1992,0.00062779582
QAT,1993,0.00074056757
QAT,1994,0.00062630489
QAT,1995,0.00070356537
QAT,1996,0.00072464935
QAT,1997,0.00086107949
QAT,1998,0.00083777943
QAT,1999,0.00085591717
QAT,2000,0.00081512512
QAT,2001,0.00088934344
QAT,2002,0.0010268277
QAT,2003,0.00098178699
QAT,2004,0.00099487009
QAT,2005,0.0007952092
QAT,2006,0.00086525985
QAT,2007,0.0008922547
QAT,2008,0.0010321104
QAT,2009,0.0011846486
QAT,2010,0.0014176288
QAT,2011,0.0015101975
QAT,2012,0.0014869734
QAT,2013,0.0014381489
QAT,2014,0.001691695
QAT,2015,0.0016470976
QAT,2016,0.0018435215
UAE,1971,0.000067426765
UAE,1972,0.00012919483
UAE,1973,0.00015535193
UAE,1974,0.00022007452
UAE,1975,0.00024748658
UAE,1976,0.00033039181
UAE,1977,0.00052778394
UAE,1978,0.00056381623
UAE,1979,0.00076937134
UAE,1980,0.0011304028
UAE,1981,0.0012175865
UAE,1982,0.0014114716
UAE,1983,0.0013004488
UAE,1984,0.0013556931
UAE,1985,0.001358093
UAE,1986,0.0013199442
UAE,1987,0.0012640068
UAE,1988,0.0012341213
UAE,1989,0.0013153969
UAE,1990,0.0016735591
UAE,1991,0.0022548763
UAE,1992,0.001687806
UAE,1993,0.0017018071
UAE,1994,0.0018488154
UAE,1995,0.0018290811
UAE,1996,0.0019406376
UAE,1997,0.0020356104
UAE,1998,0.002275418
UAE,1999,0.0022949062
UAE,2000,0.0024496678
UAE,2001,0.0025073441
UAE,2002,0.0020965694
UAE,2003,0.0021982361
UAE,2004,0.0021887475
UAE,2005,0.0031485162
UAE,2006,0.0031815313
UAE,2007,0.0032078619
UAE,2008,0.0036072992
UAE,2009,0.003033086
UAE,2010,0.0038876436
UAE,2011,0.0033778222
UAE,2012,0.0031456933
UAE,2013,0.0032165784
UAE,2014,0.0031871111
UAE,2015,0.0036675229
UAE,2016,0.0038570098
OMA,1971,0.000086494409
OMA,1972,0.00010139234
OMA,1973,0.00015491799
OMA,1974,0.00026757718
OMA,1975,0.00041497042
OMA,1976,0.0004346169
OMA,1977,0.00037081729
OMA,1978,0.00037897011
OMA,1979,0.00036866625
OMA,1980,0.00046423523
OMA,1981,0.00056012935
OMA,1982,0.00052438217
OMA,1983,0.00064179476
OMA,1984,0.00071343372
OMA,1985,0.00073525577
OMA,1986,0.00061607716
OMA,1987,0.00057931687
OMA,1988,0.00055504212
OMA,1989,0.00061842269
OMA,1990,0.00063664018
OMA,1991,0.00064719666
OMA,1992,0.00081022084
OMA,1993,0.00083716377
OMA,1994,0.0008831101
OMA,1995,0.00087160425
OMA,1996,0.00085974066
OMA,1997,0.00088531902
OMA,1998,0.00090889336
OMA,1999,0.0008493003
OMA,2000,0.00099565915
OMA,2001,0.0011339883
OMA,2002,0.0011387607
OMA,2003,0.0010725674
OMA,2004,0.0010154267
OMA,2005,0.0012180905
OMA,2006,0.0011608524
OMA,2007,0.0011188902
OMA,2008,0.0013247395
OMA,2009,0.0012214293
OMA,2010,0.0012229277
OMA,2011,0.0012861124
OMA,2012,0.0015752423
OMA,2013,0.001950687
OMA,2014,0.002036734
OMA,2015,0.0022403374
OMA,2016,0.0021702684
AFG,1919,0.0025459984
AFG,1920,0.0019737405
AFG,1921,0.0019710266
AFG,1922,0.0021718431
AFG,1923,0.0026944845
AFG,1924,0.0031195143
AFG,1925,0.0035202659
AFG,1926,0.0035234452
AFG,1927,0.0035637384
AFG,1928,0.0030185189
AFG,1929,0.0030385349
AFG,1930,0.0030358592
AFG,1931,0.0026446125
AFG,1932,0.0026373782
AFG,1933,0.0032467737
AFG,1934,0.002344714
AFG,1935,0.0023611588
AFG,1936,0.0029873673
AFG,1937,0.0034711731
AFG,1938,0.0031081541
AFG,1939,0.0029507875
AFG,1940,0.0017130221
AFG,1941,0.0019520737
AFG,1942,0.0018166315
AFG,1943,0.0017597206
AFG,1944,0.0016625493
AFG,1945,0.0015724415
AFG,1946,0.0025013643
AFG,1947,0.0024740139
AFG,1948,0.002334164
AFG,1949,0.0019794062
AFG,1950,0.0016056387
AFG,1951,0.0014053965
AFG,1952,0.001330535
AFG,1953,0.0011814685
AFG,1954,0.0011561327
AFG,1955,0.0011546834
AFG,1956,0.0011590743
AFG,1957,0.001169002
AFG,1958,0.0011763355
AFG,1959,0.0012464139
AFG,1960,0.0013065535
AFG,1961,0.0017574455
AFG,1962,0.0016604796
AFG,1963,0.0016638996
AFG,1964,0.0016439511
AFG,1965,0.0015450758
AFG,1966,0.0014699368
AFG,1967,0.0014257843
AFG,1968,0.0013736651
AFG,1969,0.0013632104
AFG,1970,0.0013821801
AFG,1971,0.0014013313
AFG,1972,0.0014494018
AFG,1973,0.0014553951
AFG,1974,0.0013687736
AFG,1975,0.0016968686
AFG,1976,0.0017865418
AFG,1977,0.0018156071
AFG,1978,0.0015876349
AFG,1979,0.0014461983
AFG,1980,0.0011965426
AFG,1981,0.0012082863
AFG,1982,0.0012513993
AFG,1983,0.0011682918
AFG,1984,0.001124602
AFG,1985,0.0011374401
AFG,1986,0.0012538165
AFG,1987,0.0012557164
AFG,1988,0.0012805536
AFG,1989,0.0012824069
AFG,1990,0.0011823509
AFG,1991,0.0013115476
AFG,1992,0.0013728145
AFG,1993,0.0014201332
AFG,1994,0.0014709196
AFG,1995,0.0011633752
AFG,1996,0.0011901676
AFG,1997,0.0012208221
AFG,1998,0.0011990322
AFG,1999,0.0040873596
AFG,2000,0.004098434
AFG,2001,0.0012150784
AFG,2002,0.0015799166
AFG,2003,0.0017062088
AFG,2004,0.0015750396
AFG,2005,0.0012112134
AFG,2006,0.0012297225
AFG,2007,0.0014455328
AFG,2008,0.0014627103
AFG,2009,0.0014940853
AFG,2010,0.0018361788
AFG,2011,0.0024062837
AFG,2012,0.0027321898
AFG,2013,0.0030061856
AFG,2014,0.0030147547
AFG,2015,0.0030013206
AFG,2016,0.0028153535
TKM,1991,0.00042031743
TKM,1992,0.00074259884
TKM,1993,0.00067506719
TKM,1994,0.00062961149
TKM,1995,0.00068756094
TKM,1996,0.00064900197
TKM,1997,0.00064606214
TKM,1998,0.00060340861
TKM,1999,0.00065107667
TKM,2000,0.00066599005
TKM,2001,0.00070873881
TKM,2002,0.00071016082
TKM,2003,0.00081044756
TKM,2004,0.00080476661
TKM,2005,0.00075295317
TKM,2006,0.0007534828
TKM,2007,0.00079226168
TKM,2008,0.00073308125
TKM,2009,0.00082446466
TKM,2010,0.00072761852
TKM,2011,0.00086500595
TKM,2012,0.00077131338
TKM,2013,0.00086879003
TKM,2014,0.00087930495
TKM,2015,0.00097574684
TKM,2016,0.0010504368
TAJ,1991,0.00056072109
TAJ,1992,0.00042875594
TAJ,1993,0.00040242245
TAJ,1994,0.00036430737
TAJ,1995,0.00040406556
TAJ,1996,0.00041862775
TAJ,1997,0.00041302308
TAJ,1998,0.00038175934
TAJ,1999,0.00037727697
TAJ,2000,0.00037257758
TAJ,2001,0.00037470943
TAJ,2002,0.00035499677
TAJ,2003,0.00035372272
TAJ,2004,0.0003627562
TAJ,2005,0.00035778651
TAJ,2006,0.00035970542
TAJ,2007,0.00036293632
TAJ,2008,0.00036686892
TAJ,2009,0.00035977224
TAJ,2010,0.00035968714
TAJ,2011,0.00037090652
TAJ,2012,0.00037585379
TAJ,2013,0.00037626183
TAJ,2014,0.00037883854
TAJ,2015,0.00038063226
TAJ,2016,0.00044269016
KYR,1991,0.00050468632
KYR,1992,0.00040702891
KYR,1993,0.00039639111
KYR,1994,0.00038397612
KYR,1995,0.00036780065
KYR,1996,0.0003708156
KYR,1997,0.00037832506
KYR,1998,0.00035442371
KYR,1999,0.00034626925
KYR,2000,0.000370086
KYR,2001,0.00038023866
KYR,2002,0.00038456396
KYR,2003,0.00038059484
KYR,2004,0.00038542695
KYR,2005,0.00035763514
KYR,2006,0.00035599494
KYR,2007,0.00035375715
KYR,2008,0.00033618131
KYR,2009,0.00032372618
KYR,2010,0.00031645788
KYR,2011,0.00032770046
KYR,2012,0.00033200523
KYR,2013,0.00033094085
KYR,2014,0.00033451401
KYR,2015,0.00033549464
KYR,2016,0.00038958972
UZB,1991,0.0030150199
UZB,1992,0.0032309019
UZB,1993,0.0032190769
UZB,1994,0.0024787385
UZB,1995,0.0024227016
UZB,1996,0.0024843328
UZB,1997,0.0027460747
UZB,1998,0.0026024524
UZB,1999,0.0027023894
UZB,2000,0.0029590493
UZB,2001,0.0029303788
UZB,2002,0.0028774664
UZB,2003,0.0027833276
UZB,2004,0.0027515013
UZB,2005,0.0023181625
UZB,2006,0.0023038308
UZB,2007,0.0022795417
UZB,2008,0.0028335133
UZB,2009,0.002717054
UZB,2010,0.0023407186
UZB,2011,0.0023733757
UZB,2012,0.0026528167
UZB,2013,0.0024101271
UZB,2014,0.0024125059
UZB,2015,0.0023940015
UZB,2016,0.0023544854
KZK,1991,0.0051778965
KZK,1992,0.0050136507
KZK,1993,0.0041946173
KZK,1994,0.0035611668
KZK,1995,0.0032898269
KZK,1996,0.0031764056
KZK,1997,0.0031529281
KZK,1998,0.0027328481
KZK,1999,0.0029435901
KZK,2000,0.0033601618
KZK,2001,0.0034189452
KZK,2002,0.00326704
KZK,2003,0.0032513286
KZK,2004,0.0033929222
KZK,2005,0.0031068504
KZK,2006,0.0031092719
KZK,2007,0.0033394098
KZK,2008,0.0031953186
KZK,2009,0.0031566853
KZK,2010,0.0031818473
KZK,2011,0.0032361476
KZK,2012,0.0030686068
KZK,2013,0.0030297951
KZK,2014,0.0029887506
KZK,2015,0.002951581
KZK,2016,0.0029184562
CHN,1860,0.17428753
CHN,1861,0.17267162
CHN,1862,0.17076103
CHN,1863,0.16434892
CHN,1864,0.15938944
CHN,1865,0.16105965
CHN,1866,0.17100799
CHN,1867,0.16852394
CHN,1868,0.16874048
CHN,1869,0.17005718
CHN,1870,0.17068821
CHN,1871,0.15371788
CHN,1872,0.1683204
CHN,1873,0.16670513
CHN,1874,0.16829945
CHN,1875,0.16660398
CHN,1876,0.16319403
CHN,1877,0.16166869
CHN,1878,0.15634373
CHN,1879,0.16357435
CHN,1880,0.16282855
CHN,1881,0.15989755
CHN,1882,0.16051352
CHN,1883,0.1629529
CHN,1884,0.16212232
CHN,1885,0.16096489
CHN,1886,0.16035561
CHN,1887,0.15801279
CHN,1888,0.15638211
CHN,1889,0.1558969
CHN,1890,0.15562738
CHN,1891,0.15469204
CHN,1892,0.15464617
CHN,1893,0.15392436
CHN,1894,0.15408824
CHN,1895,0.15219986
CHN,1896,0.12428983
CHN,1897,0.12135146
CHN,1898,0.12346685
CHN,1899,0.12476382
CHN,1900,0.11997743
CHN,1901,0.11569292
CHN,1902,0.11856817
CHN,1903,0.11848284
CHN,1904,0.11765555
CHN,1905,0.11013028
CHN,1906,0.11872195
CHN,1907,0.14176314
CHN,1908,0.13934821
CHN,1909,0.13719746
CHN,1910,0.13641274
CHN,1911,0.11344779
CHN,1912,0.11364277
CHN,1913,0.09641248
CHN,1914,0.092164904
CHN,1915,0.10023653
CHN,1916,0.083479159
CHN,1917,0.10276809
CHN,1918,0.086151145
CHN,1919,0.10353816
CHN,1920,0.12752584
CHN,1921,0.12885435
CHN,1922,0.13636422
CHN,1923,0.14718325
CHN,1924,0.16289547
CHN,1925,0.13832499
CHN,1926,0.16229682
CHN,1927,0.13211294
CHN,1928,0.12677406
CHN,1929,0.12663022
CHN,1930,0.12588482
CHN,1931,0.12543754
CHN,1932,0.12550734
CHN,1933,0.12258472
CHN,1934,0.12002182
CHN,1935,0.1109026
CHN,1936,0.11115157
CHN,1937,0.11724088
CHN,1938,0.093206979
CHN,1939,0.097051859
CHN,1940,0.09263017
CHN,1941,0.098656833
CHN,1942,0.098868534
CHN,1943,0.099892043
CHN,1944,0.097423397
CHN,1945,0.09349604
CHN,1946,0.13271055
CHN,1947,0.11921982
CHN,1948,0.11505523
CHN,1949,0.10405039
CHN,1950,0.11849532
CHN,1951,0.10362443
CHN,1952,0.096398018
CHN,1953,0.095100269
CHN,1954,0.094357274
CHN,1955,0.091343924
CHN,1956,0.098137796
CHN,1957,0.099530421
CHN,1958,0.10841818
CHN,1959,0.11696681
CHN,1960,0.11927237
CHN,1961,0.10494351
CHN,1962,0.103609
CHN,1963,0.1071027
CHN,1964,0.11002956
CHN,1965,0.10888977
CHN,1966,0.10965431
CHN,1967,0.10558413
CHN,1968,0.10592937
CHN,1969,0.10818342
CHN,1970,0.11265954
CHN,1971,0.1131756
CHN,1972,0.11295674
CHN,1973,0.1134221
CHN,1974,0.11691837
CHN,1975,0.11868437
CHN,1976,0.11765534
CHN,1977,0.11829822
CHN,1978,0.12098934
CHN,1979,0.11984918
CHN,1980,0.11949861
CHN,1981,0.11986965
CHN,1982,0.11884268
CHN,1983,0.11904233
CHN,1984,0.11609344
CHN,1985,0.11352578
CHN,1986,0.11396374
CHN,1987,0.11158272
CHN,1988,0.11289784
CHN,1989,0.11446572
CHN,1990,0.11186033
CHN,1991,0.11855687
CHN,1992,0.1238409
CHN,1993,0.13174963
CHN,1994,0.13711502
CHN,1995,0.1429483
CHN,1996,0.14650638
CHN,1997,0.14925395
CHN,1998,0.15418842
CHN,1999,0.1575557
CHN,2000,0.16233304
CHN,2001,0.16546732
CHN,2002,0.15354699
CHN,2003,0.16033392
CHN,2004,0.1680482
CHN,2005,0.17195563
CHN,2006,0.17945626
CHN,2007,0.18578517
CHN,2008,0.19062871
CHN,2009,0.20796031
CHN,2010,0.20924728
CHN,2011,0.21421817
CHN,2012,0.2203252
CHN,2013,0.22825512
CHN,2014,0.22868057
CHN,2015,0.23118487
CHN,2016,0.23061772
MON,1921,0.00010812053
MON,1922,0.00012931455
MON,1923,0.00018596783
MON,1924,0.00023777597
MON,1925,0.00037137882
MON,1926,0.00050408382
MON,1927,0.00067820254
MON,1928,0.00037573228
MON,1929,0.00017613637
MON,1930,0.00017686034
MON,1931,0.00017635153
MON,1932,0.00017493457
MON,1933,0.00016916463
MON,1934,0.00027025514
MON,1935,0.00015270864
MON,1936,0.00034668364
MON,1937,0.00014849176
MON,1938,0.00031199984
MON,1939,0.00013577301
MON,1940,0.00012791461
MON,1941,0.0001326637
MON,1942,0.00013435766
MON,1943,0.00013322204
MON,1944,0.00046568073
MON,1945,0.00040612509
MON,1946,0.00012932887
MON,1947,0.00010099052
MON,1948,0.00036353475
MON,1949,0.00027711611
MON,1950,0.00028413188
MON,1951,0.00028367931
MON,1952,0.00040780636
MON,1953,0.00040904849
MON,1954,0.00029289781
MON,1955,0.00042492509
MON,1956,0.00031634522
MON,1957,0.00043157424
MON,1958,0.00036461052
MON,1959,0.0003891635
MON,1960,0.00035727577
MON,1961,0.00038012594
MON,1962,0.0003915886
MON,1963,0.00037279655
MON,1964,0.00039926887
MON,1965,0.00016419168
MON,1966,0.00015114099
MON,1967,0.00015588191
MON,1968,0.00016278462
MON,1969,0.00016954121
MON,1970,0.0004016576
MON,1971,0.00037938921
MON,1972,0.00037926683
MON,1973,0.0004429376
MON,1974,0.00049779902
MON,1975,0.00043062118
MON,1976,0.00037340514
MON,1977,0.00044589184
MON,1978,0.00044140674
MON,1979,0.0004434885
MON,1980,0.00045151249
MON,1981,0.00044293125
MON,1982,0.00045511831
MON,1983,0.00046313001
MON,1984,0.00046033406
MON,1985,0.00047003973
MON,1986,0.00047520007
MON,1987,0.00042811557
MON,1988,0.00043196382
MON,1989,0.00044322619
MON,1990,0.0004270121
MON,1991,0.00046096844
MON,1992,0.00040186392
MON,1993,0.00032439543
MON,1994,0.00031707098
MON,1995,0.0003127965
MON,1996,0.00032599436
MON,1997,0.00032223083
MON,1998,0.00033186594
MON,1999,0.0003301423
MON,2000,0.00025184982
MON,2001,0.00025163038
MON,2002,0.0002724042
MON,2003,0.00026791089
MON,2004,0.00026934134
MON,2005,0.000272184
MON,2006,0.00027563819
MON,2007,0.00027737836
MON,2008,0.00027667548
MON,2009,0.000280468
MON,2010,0.00028931902
MON,2011,0.00031607976
MON,2012,0.00035925422
MON,2013,0.00038495101
MON,2014,0.00034205418
MON,2015,0.00032538621
MON,2016,0.00033761072
TAW,1949,0.017091511
TAW,1950,0.0047816648
TAW,1951,0.0062187305
TAW,1952,0.0058161099
TAW,1953,0.0067028287
TAW,1954,0.006480237
TAW,1955,0.0065917484
TAW,1956,0.0062335068
TAW,1957,0.0068289628
TAW,1958,0.0075943135
TAW,1959,0.0074521452
TAW,1960,0.0073053474
TAW,1961,0.0072995019
TAW,1962,0.0070225173
TAW,1963,0.0066050049
TAW,1964,0.0069711581
TAW,1965,0.006573509
TAW,1966,0.0062645017
TAW,1967,0.0061788093
TAW,1968,0.0059660426
TAW,1969,0.0061830766
TAW,1970,0.0061126077
TAW,1971,0.0062660389
TAW,1972,0.0062794229
TAW,1973,0.0060046543
TAW,1974,0.0058389534
TAW,1975,0.0060289521
TAW,1976,0.00616486
TAW,1977,0.0062192115
TAW,1978,0.0068923198
TAW,1979,0.0073273797
TAW,1980,0.0077001359
TAW,1981,0.0064878929
TAW,1982,0.0069381781
TAW,1983,0.0072379722
TAW,1984,0.0071059568
TAW,1985,0.0070194621
TAW,1986,0.006968915
TAW,1987,0.0072204052
TAW,1988,0.0077633476
TAW,1989,0.0085745901
TAW,1990,0.0083215795
TAW,1991,0.0089827068
TAW,1992,0.0096600661
TAW,1993,0.010675819
TAW,1994,0.010258802
TAW,1995,0.010455337
TAW,1996,0.010569056
TAW,1997,0.0111989
TAW,1998,0.011509649
TAW,1999,0.011174407
TAW,2000,0.011690071
TAW,2001,0.01042104
TAW,2002,0.0092825713
TAW,2003,0.0081500104
TAW,2004,0.0080145923
TAW,2005,0.0077837249
TAW,2006,0.0075907172
TAW,2007,0.0076495502
TAW,2008,0.0074608158
TAW,2009,0.0069161663
TAW,2010,0.0069387918
TAW,2011,0.0069263163
TAW,2012,0.0069850832
TAW,2013,0.0074832053
TAW,2014,0.0074850284
TAW,2015,0.0074498821
TAW,2016,0.0068116337
KOR,1887,0.0037914438
KOR,1888,0.0032919627
KOR,1889,0.0032532155
KOR,1890,0.003216116
KOR,1891,0.0031805905
KOR,1892,0.0031676532
KOR,1893,0.0030432036
KOR,1894,0.0030190961
KOR,1895,0.0025879694
KOR,1896,0.0025694855
KOR,1897,0.0024779206
KOR,1898,0.0028521756
KOR,1899,0.0024457688
KOR,1900,0.0024421951
KOR,1901,0.0028542026
KOR,1902,0.0027767122
KOR,1903,0.0028329515
KOR,1904,0.0025328326
KOR,1905,0.0025990284
PRK,1948,0.0036133602
PRK,1949,0.0024643759
PRK,1950,0.0026701791
PRK,1951,0.0022304102
PRK,1952,0.0031201367
PRK,1953,0.0035672861
PRK,1954,0.0038194126
PRK,1955,0.0040766238
PRK,1956,0.0044409879
PRK,1957,0.0048034494
PRK,1958,0.0078214575
PRK,1959,0.0056039216
PRK,1960,0.0051980945
PRK,1961,0.0053248163
PRK,1962,0.0052482071
PRK,1963,0.0048551541
PRK,1964,0.0048770341
PRK,1965,0.0052644564
PRK,1966,0.0050233519
PRK,1967,0.0050788731
PRK,1968,0.0053507341
PRK,1969,0.0053275805
PRK,1970,0.0055677812
PRK,1971,0.0060176346
PRK,1972,0.0056831189
PRK,1973,0.0057452978
PRK,1974,0.0056933477
PRK,1975,0.0064874385
PRK,1976,0.0067055812
PRK,1977,0.0069031008
PRK,1978,0.0075166053
PRK,1979,0.0078503005
PRK,1980,0.0079964772
PRK,1981,0.0083326818
PRK,1982,0.0086549139
PRK,1983,0.0087884786
PRK,1984,0.0093352515
PRK,1985,0.009200532
PRK,1986,0.0095736254
PRK,1987,0.0098441225
PRK,1988,0.0098707806
PRK,1989,0.011266199
PRK,1990,0.011958853
PRK,1991,0.012862878
PRK,1992,0.013332661
PRK,1993,0.012805459
PRK,1994,0.011370932
PRK,1995,0.011056685
PRK,1996,0.011216024
PRK,1997,0.010606958
PRK,1998,0.0099493135
PRK,1999,0.0099185687
PRK,2000,0.010300904
PRK,2001,0.010979373
PRK,2002,0.012349885
PRK,2003,0.012368171
PRK,2004,0.012527184
PRK,2005,0.012698068
PRK,2006,0.01274643
PRK,2007,0.012762025
PRK,2008,0.012594332
PRK,2009,0.012298073
PRK,2010,0.012109971
PRK,2011,0.013113822
PRK,2012,0.013205875
PRK,2013,0.013185652
PRK,2014,0.013160219
PRK,2015,0.013282065
PRK,2016,0.013444724
ROK,1949,0.004372084
ROK,1950,0.0047363089
ROK,1951,0.0053688376
ROK,1952,0.0061631282
ROK,1953,0.0075857961
ROK,1954,0.0084658014
ROK,1955,0.0092596849
ROK,1956,0.0088687856
ROK,1957,0.0090927146
ROK,1958,0.0092911143
ROK,1959,0.0093959235
ROK,1960,0.0093395691
ROK,1961,0.0089044338
ROK,1962,0.009108278
ROK,1963,0.0092191827
ROK,1964,0.0088845026
ROK,1965,0.0090671098
ROK,1966,0.0084019983
ROK,1967,0.0085327923
ROK,1968,0.0085855769
ROK,1969,0.0087379878
ROK,1970,0.0090558454
ROK,1971,0.0094004842
ROK,1972,0.0096532814
ROK,1973,0.0099512506
ROK,1974,0.01001608
ROK,1975,0.01023161
ROK,1976,0.010540362
ROK,1977,0.01087225
ROK,1978,0.011054131
ROK,1979,0.012024236
ROK,1980,0.013877591
ROK,1981,0.014719415
ROK,1982,0.015247489
ROK,1983,0.015201225
ROK,1984,0.015329235
ROK,1985,0.015412544
ROK,1986,0.015528927
ROK,1987,0.015876692
ROK,1988,0.016507765
ROK,1989,0.01789541
ROK,1990,0.017858533
ROK,1991,0.020596556
ROK,1992,0.021958981
ROK,1993,0.023076082
ROK,1994,0.023170836
ROK,1995,0.023970857
ROK,1996,0.02422609
ROK,1997,0.02463026
ROK,1998,0.023065768
ROK,1999,0.023389155
ROK,2000,0.023389466
ROK,2001,0.023278184
ROK,2002,0.024154447
ROK,2003,0.023511326
ROK,2004,0.02316352
ROK,2005,0.023448244
ROK,2006,0.023186637
ROK,2007,0.02306083
ROK,2008,0.022562871
ROK,2009,0.022003517
ROK,2010,0.022480929
ROK,2011,0.023287585
ROK,2012,0.023138775
ROK,2013,0.02271047
ROK,2014,0.023300335
ROK,2015,0.023469642
ROK,2016,0.023262169
JPN,1860,0.025134634
JPN,1861,0.024335522
